id,word,difficulty_value,locale,created_at
510,rey,54,es,2026-01-09 17:54:25.46063+00
511,voz,63,es,2026-01-09 17:54:27.348543+00
512,pez,59,es,2026-01-09 17:54:29.388794+00
513,red,48,es,2026-01-09 17:54:31.215891+00
515,ave,51,es,2026-01-09 17:54:35.07603+00
516,mes,50,es,2026-01-09 17:54:36.962445+00
517,ley,56,es,2026-01-09 17:54:38.728439+00
518,col,53,es,2026-01-09 17:54:40.514571+00
519,tos,50,es,2026-01-09 17:54:42.344075+00
520,gas,53,es,2026-01-09 17:54:44.180208+00
521,cal,52,es,2026-01-09 17:54:46.19715+00
522,fin,59,es,2026-01-09 17:54:48.074305+00
523,vez,62,es,2026-01-09 17:54:49.948296+00
524,sur,52,es,2026-01-09 17:54:51.781107+00
525,don,50,es,2026-01-09 17:54:53.539281+00
526,bar,54,es,2026-01-09 17:54:55.397009+00
527,bus,59,es,2026-01-09 17:54:57.28848+00
528,gel,56,es,2026-01-09 17:54:59.238243+00
529,rol,50,es,2026-01-09 17:55:00.964946+00
530,zen,54,es,2026-01-09 17:55:02.900892+00
531,van,55,es,2026-01-09 17:55:04.639368+00
532,rap,52,es,2026-01-09 17:55:06.422589+00
533,gol,58,es,2026-01-09 17:55:08.153135+00
534,dúo,52,es,2026-01-09 17:55:09.968295+00
535,son,47,es,2026-01-09 17:55:11.710676+00
537,fee,38,es,2026-01-09 17:55:15.238231+00
538,doy,57,es,2026-01-09 17:55:17.710311+00
539,fue,57,es,2026-01-09 17:55:19.662874+00
540,uso,50,es,2026-01-09 17:55:21.439409+00
541,dio,51,es,2026-01-09 17:55:23.480653+00
542,iba,55,es,2026-01-09 17:55:25.373236+00
543,así,49,es,2026-01-09 17:55:27.081547+00
544,año,53,es,2026-01-09 17:55:28.886367+00
545,día,51,es,2026-01-09 17:55:31.033012+00
546,más,56,es,2026-01-09 17:55:33.646568+00
547,hay,62,es,2026-01-09 17:55:35.337879+00
548,dos,49,es,2026-01-09 17:55:37.10515+00
549,hoy,63,es,2026-01-09 17:55:39.128274+00
550,mil,58,es,2026-01-09 17:55:41.00944+00
551,tú,58,es,2026-01-09 17:55:43.164124+00
552,él,57,es,2026-01-09 17:55:44.965196+00
553,yo,58,es,2026-01-09 17:55:46.735875+00
554,no,47,es,2026-01-09 17:55:48.638576+00
555,sí,52,es,2026-01-09 17:55:50.529964+00
556,ya,57,es,2026-01-09 17:55:52.420459+00
557,té,58,es,2026-01-09 17:55:54.564458+00
558,fe,56,es,2026-01-09 17:55:56.414798+00
559,sed,47,es,2026-01-09 17:55:58.435445+00
560,ama,36,es,2026-01-09 17:56:00.651375+00
561,ada,33,es,2026-01-09 17:56:02.561316+00
562,aro,45,es,2026-01-09 17:56:05.210522+00
563,ese,29,es,2026-01-09 17:56:07.298171+00
564,tan,50,es,2026-01-09 17:56:09.646456+00
566,por,53,es,2026-01-09 17:56:14.170073+00
567,con,51,es,2026-01-09 17:56:16.013236+00
568,sin,50,es,2026-01-09 17:56:18.393219+00
569,mío,55,es,2026-01-09 17:56:20.352807+00
570,tía,53,es,2026-01-09 17:56:22.364265+00
571,tío,54,es,2026-01-09 17:56:24.707681+00
573,vio,56,es,2026-01-09 17:56:29.920675+00
574,dan,49,es,2026-01-09 17:56:32.162295+00
577,fui,62,es,2026-01-09 17:56:41.092471+00
578,era,44,es,2026-01-09 17:56:43.596441+00
580,ala,33,es,2026-01-09 17:56:48.154931+00
581,asa,30,es,2026-01-09 17:56:49.99475+00
582,ajo,53,es,2026-01-09 17:56:51.83493+00
583,vía,57,es,2026-01-09 17:56:53.982729+00
584,vid,60,es,2026-01-09 17:56:55.866621+00
586,tez,57,es,2026-01-09 17:56:59.942388+00
587,dar,48,es,2026-01-09 17:57:01.894289+00
588,ir,51,es,2026-01-09 17:57:04.225181+00
589,ver,54,es,2026-01-09 17:57:05.999184+00
590,ser,45,es,2026-01-09 17:57:07.873353+00
591,ten,50,es,2026-01-09 17:57:09.915397+00
593,ven,54,es,2026-01-09 17:57:14.026776+00
594,haz,63,es,2026-01-09 17:57:15.835232+00
595,lee,32,es,2026-01-09 17:57:17.550192+00
596,pon,53,es,2026-01-09 17:57:19.21827+00
600,hoz,63,es,2026-01-09 17:57:26.819258+00
601,paz,60,es,2026-01-09 17:57:28.589472+00
604,lío,53,es,2026-01-09 17:57:35.003003+00
605,río,50,es,2026-01-09 17:57:36.961186+00
608,pío,56,es,2026-01-09 17:57:43.720719+00
611,bio,56,es,2026-01-09 17:57:50.021532+00
613,pía,55,es,2026-01-09 17:57:54.249799+00
614,guía,60,es,2026-01-09 17:57:56.160231+00
616,ría,49,es,2026-01-09 17:58:00.983191+00
617,lía,52,es,2026-01-09 17:58:03.026991+00
618,fía,57,es,2026-01-09 17:58:05.004693+00
619,gato,56,es,2026-01-09 17:58:06.745762+00
620,perro,46,es,2026-01-09 17:58:08.491726+00
621,casa,39,es,2026-01-09 17:58:10.469621+00
622,mesa,50,es,2026-01-09 17:58:12.416382+00
623,silla,47,es,2026-01-09 17:58:14.331446+00
624,libro,59,es,2026-01-09 17:58:16.525091+00
625,árbol,60,es,2026-01-09 17:58:18.606461+00
626,flor,58,es,2026-01-09 17:58:20.611493+00
627,cielo,55,es,2026-01-09 17:58:22.390647+00
628,nube,57,es,2026-01-09 17:58:24.258195+00
629,luna,54,es,2026-01-09 17:58:26.308631+00
630,agua,46,es,2026-01-09 17:58:28.175652+00
631,fuego,62,es,2026-01-09 17:58:29.998115+00
632,hielo,58,es,2026-01-09 17:58:31.909296+00
633,nieve,47,es,2026-01-09 17:58:33.699143+00
634,viento,59,es,2026-01-09 17:58:35.663486+00
635,tierra,48,es,2026-01-09 17:58:38.128283+00
636,arena,41,es,2026-01-09 17:58:40.123127+00
637,roca,50,es,2026-01-09 17:58:42.099882+00
638,barro,47,es,2026-01-09 17:58:44.185637+00
639,pasto,56,es,2026-01-09 17:58:46.064163+00
640,hoja,60,es,2026-01-09 17:58:48.030641+00
641,raíz,57,es,2026-01-09 17:58:50.057335+00
642,tallo,48,es,2026-01-09 17:58:52.049909+00
643,rama,41,es,2026-01-09 17:58:54.181188+00
644,fruto,61,es,2026-01-09 17:58:56.246766+00
645,baya,48,es,2026-01-09 17:58:58.258808+00
646,nuez,58,es,2026-01-09 17:59:00.221988+00
647,maíz,61,es,2026-01-09 17:59:02.19932+00
648,trigo,59,es,2026-01-09 17:59:03.983962+00
649,arroz,48,es,2026-01-09 17:59:05.966268+00
650,carne,52,es,2026-01-09 17:59:07.904251+00
651,pollo,42,es,2026-01-09 17:59:09.730255+00
652,pato,55,es,2026-01-09 17:59:11.804319+00
653,rana,38,es,2026-01-09 17:59:14.095386+00
654,sapo,52,es,2026-01-09 17:59:16.13738+00
655,lobo,46,es,2026-01-09 17:59:18.396796+00
656,oso,32,es,2026-01-09 17:59:20.718565+00
657,león,53,es,2026-01-09 17:59:22.604948+00
658,cabra,48,es,2026-01-09 17:59:24.869531+00
659,oveja,59,es,2026-01-09 17:59:26.954588+00
660,cerdo,53,es,2026-01-09 17:59:28.694232+00
661,vaca,46,es,2026-01-09 17:59:30.419231+00
662,toro,41,es,2026-01-09 17:59:33.305676+00
663,rata,40,es,2026-01-09 17:59:35.104336+00
664,ratón,56,es,2026-01-09 17:59:37.167628+00
665,mosca,55,es,2026-01-09 17:59:39.227526+00
666,abeja,50,es,2026-01-09 17:59:41.07289+00
667,avispa,53,es,2026-01-09 17:59:43.067378+00
668,grillo,55,es,2026-01-09 17:59:45.195773+00
669,pulga,63,es,2026-01-09 17:59:47.129147+00
670,piojo,52,es,2026-01-09 17:59:49.067174+00
671,araña,38,es,2026-01-09 17:59:50.828076+00
672,foca,56,es,2026-01-09 17:59:52.535643+00
673,búho,63,es,2026-01-09 17:59:54.344239+00
674,cisne,54,es,2026-01-09 17:59:56.228235+00
675,ganso,55,es,2026-01-09 17:59:57.986355+00
676,cuervo,60,es,2026-01-09 18:00:00.010204+00
677,halcón,62,es,2026-01-09 18:00:02.310887+00
678,loro,41,es,2026-01-09 18:00:04.192327+00
679,pavo,58,es,2026-01-09 18:00:06.365693+00
680,gallo,50,es,2026-01-09 18:00:08.266345+00
681,polla,49,es,2026-01-09 18:00:10.128807+00
682,buey,62,es,2026-01-09 18:00:11.886404+00
683,piano,55,es,2026-01-09 18:00:13.948238+00
684,guitarra,53,es,2026-01-09 18:00:15.782202+00
685,violin,54,es,2026-01-09 18:00:17.953682+00
686,bateria,53,es,2026-01-09 18:00:20.288747+00
687,flauta,55,es,2026-01-09 18:00:22.408829+00
688,trompeta,58,es,2026-01-09 18:00:24.57051+00
689,cello,48,es,2026-01-09 18:00:26.58223+00
690,arpa,41,es,2026-01-09 18:00:28.91324+00
691,elefante,50,es,2026-01-09 18:00:30.877376+00
692,jirafa,55,es,2026-01-09 18:00:32.650326+00
693,pinguino,56,es,2026-01-09 18:00:34.626253+00
694,delfin,61,es,2026-01-09 18:00:36.355576+00
695,canguro,62,es,2026-01-09 18:00:38.625208+00
696,guepardo,64,es,2026-01-09 18:00:40.499291+00
697,pulpo,54,es,2026-01-09 18:00:42.602851+00
698,aguila,54,es,2026-01-09 18:00:44.480317+00
699,tigre,59,es,2026-01-09 18:00:46.684738+00
700,cebra,56,es,2026-01-09 18:00:48.709861+00
701,koala,48,es,2026-01-09 18:00:50.870342+00
702,panda,47,es,2026-01-09 18:00:53.021542+00
703,ballena,48,es,2026-01-09 18:00:55.008301+00
704,manzana,43,es,2026-01-09 18:00:57.198878+00
705,platano,54,es,2026-01-09 18:00:59.51017+00
706,naranja,41,es,2026-01-09 18:01:01.355357+00
707,mango,59,es,2026-01-09 18:01:03.374083+00
708,uva,58,es,2026-01-09 18:01:05.502096+00
709,cereza,50,es,2026-01-09 18:01:07.595291+00
710,durazno,62,es,2026-01-09 18:01:09.81035+00
711,zanahoria,56,es,2026-01-09 18:01:12.068645+00
712,brocoli,56,es,2026-01-09 18:01:14.198833+00
713,papa,36,es,2026-01-09 18:01:16.273155+00
714,tomate,51,es,2026-01-09 18:01:18.617378+00
715,lechuga,66,es,2026-01-09 18:01:20.637632+00
716,pepino,53,es,2026-01-09 18:01:22.604899+00
717,pimiento,59,es,2026-01-09 18:01:24.943124+00
718,cebolla,55,es,2026-01-09 18:01:26.816281+00
719,espinaca,55,es,2026-01-09 18:01:28.86826+00
720,doctor,51,es,2026-01-09 18:01:30.900882+00
721,maestro,58,es,2026-01-09 18:01:32.72808+00
722,ingeniero,49,es,2026-01-09 18:01:34.706749+00
723,chef,63,es,2026-01-09 18:01:36.472919+00
724,piloto,53,es,2026-01-09 18:01:38.297747+00
725,artista,47,es,2026-01-09 18:01:40.10633+00
726,enfermera,49,es,2026-01-09 18:01:42.146662+00
727,policia,56,es,2026-01-09 18:01:44.073204+00
728,granjero,58,es,2026-01-09 18:01:45.910412+00
729,abogado,50,es,2026-01-09 18:01:47.721173+00
730,dentista,56,es,2026-01-09 18:01:49.696964+00
731,escritor,55,es,2026-01-09 18:01:51.581983+00
732,cantante,45,es,2026-01-09 18:01:53.62293+00
733,bailarin,52,es,2026-01-09 18:01:55.371531+00
734,musico,61,es,2026-01-09 18:01:57.197551+00
735,panadero,54,es,2026-01-09 18:01:59.073155+00
736,mecanico,57,es,2026-01-09 18:02:00.84159+00
737,plomero,55,es,2026-01-09 18:02:02.913188+00
738,pintor,60,es,2026-01-09 18:02:04.821382+00
739,jardinero,59,es,2026-01-09 18:02:07.107533+00
740,cientifico,57,es,2026-01-09 18:02:08.876125+00
741,carpintero,62,es,2026-01-09 18:02:10.787549+00
742,arquitecto,64,es,2026-01-09 18:02:12.675958+00
743,periodista,61,es,2026-01-09 18:02:14.656981+00
744,contador,56,es,2026-01-09 18:02:16.596902+00
745,secretaria,50,es,2026-01-09 18:02:18.701865+00
746,gerente,47,es,2026-01-09 18:02:20.69585+00
747,vendedor,51,es,2026-01-09 18:02:22.673761+00
748,cajero,57,es,2026-01-09 18:02:24.646396+00
749,mesero,47,es,2026-01-09 18:02:26.559666+00
750,barman,52,es,2026-01-09 18:02:28.672602+00
751,barbero,49,es,2026-01-09 18:02:30.621549+00
752,sastre,47,es,2026-01-09 18:02:32.423346+00
753,soldado,46,es,2026-01-09 18:02:34.224165+00
754,bombero,51,es,2026-01-09 18:02:36.350118+00
755,paramedico,62,es,2026-01-09 18:02:38.205652+00
756,traductor,56,es,2026-01-09 18:02:40.571818+00
757,farmaceutico,66,es,2026-01-09 18:02:42.514333+00
758,atleta,43,es,2026-01-09 18:02:44.314303+00
759,entrenador,50,es,2026-01-09 18:02:46.057499+00
760,arbitro,55,es,2026-01-09 18:02:48.0975+00
761,capitan,55,es,2026-01-09 18:02:50.247027+00
762,detective,52,es,2026-01-09 18:02:52.26829+00
763,guardia,56,es,2026-01-09 18:02:54.131062+00
764,juez,64,es,2026-01-09 18:02:56.072375+00
765,alcalde,47,es,2026-01-09 18:02:57.857976+00
766,ministro,58,es,2026-01-09 18:02:59.777907+00
767,profesor,52,es,2026-01-09 18:03:01.622133+00
768,consejero,53,es,2026-01-09 18:03:04.105639+00
769,director,56,es,2026-01-09 18:03:05.883793+00
770,productor,57,es,2026-01-09 18:03:07.835011+00
771,editor,56,es,2026-01-09 18:03:09.716933+00
772,diseñador,59,es,2026-01-09 18:03:11.699443+00
773,instructor,59,es,2026-01-09 18:03:13.524014+00
774,consultor,60,es,2026-01-09 18:03:15.313086+00
775,investigador,68,es,2026-01-09 18:03:17.440444+00
776,analista,49,es,2026-01-09 18:03:19.629213+00
777,tecnico,55,es,2026-01-09 18:03:21.554468+00
778,inspector,64,es,2026-01-09 18:03:23.654761+00
779,operador,49,es,2026-01-09 18:03:25.5122+00
780,asistente,48,es,2026-01-09 18:03:27.634095+00
781,especialista,56,es,2026-01-09 18:03:29.76087+00
782,supervisor,59,es,2026-01-09 18:03:31.90845+00
783,ejecutivo,64,es,2026-01-09 18:03:33.669479+00
784,montaña,56,es,2026-01-09 18:03:35.622056+00
785,oceano,46,es,2026-01-09 18:03:37.292466+00
786,bosque,62,es,2026-01-09 18:03:39.663247+00
787,desierto,54,es,2026-01-09 18:03:41.465258+00
788,isla,52,es,2026-01-09 18:03:43.32539+00
789,playa,52,es,2026-01-09 18:03:45.291469+00
790,lago,56,es,2026-01-09 18:03:47.259473+00
791,valle,50,es,2026-01-09 18:03:49.414352+00
792,colina,57,es,2026-01-09 18:03:51.228932+00
793,cueva,58,es,2026-01-09 18:03:53.095348+00
794,volcan,60,es,2026-01-09 18:03:54.830399+00
795,glaciar,56,es,2026-01-09 18:03:57.003972+00
796,cañon,58,es,2026-01-09 18:03:58.850291+00
797,llanura,48,es,2026-01-09 18:04:00.861446+00
798,pradera,46,es,2026-01-09 18:04:02.858599+00
799,pantano,47,es,2026-01-09 18:04:04.773812+00
800,jungla,65,es,2026-01-09 18:04:06.630471+00
801,tundra,59,es,2026-01-09 18:04:08.422751+00
802,acantilado,57,es,2026-01-09 18:04:10.417947+00
803,arrecife,51,es,2026-01-09 18:04:12.312859+00
804,manantial,50,es,2026-01-09 18:04:14.1171+00
805,marisma,48,es,2026-01-09 18:04:16.194632+00
806,futbol,67,es,2026-01-09 18:04:18.306593+00
807,baloncesto,62,es,2026-01-09 18:04:20.170534+00
808,beisbol,57,es,2026-01-09 18:04:22.243795+00
809,tenis,54,es,2026-01-09 18:04:23.999771+00
810,voleibol,55,es,2026-01-09 18:04:25.963355+00
811,hockey,67,es,2026-01-09 18:04:28.038123+00
812,golf,63,es,2026-01-09 18:04:30.086141+00
813,natacion,50,es,2026-01-09 18:04:32.007871+00
814,boxeo,51,es,2026-01-09 18:04:34.642207+00
815,lucha,62,es,2026-01-09 18:04:36.755529+00
816,carrera,38,es,2026-01-09 18:04:38.806097+00
817,ciclismo,55,es,2026-01-09 18:04:40.870098+00
818,esqui,58,es,2026-01-09 18:04:42.926446+00
819,patinaje,58,es,2026-01-09 18:04:44.999154+00
820,surfear,54,es,2026-01-09 18:04:46.93267+00
821,escalada,48,es,2026-01-09 18:04:48.954408+00
822,arqueria,51,es,2026-01-09 18:04:50.822973+00
823,bolos,49,es,2026-01-09 18:04:52.818991+00
824,pesca,55,es,2026-01-09 18:04:54.662712+00
825,caza,46,es,2026-01-09 18:04:56.530195+00
826,navegacion,59,es,2026-01-09 18:04:58.494496+00
827,buceo,59,es,2026-01-09 18:05:00.336186+00
828,trotar,43,es,2026-01-09 18:05:02.462901+00
829,senderismo,55,es,2026-01-09 18:05:04.921593+00
830,acampar,49,es,2026-01-09 18:05:07.01622+00
831,kayak,49,es,2026-01-09 18:05:08.864127+00
832,aerobicos,58,es,2026-01-09 18:05:11.611629+00
833,marciales,58,es,2026-01-09 18:05:13.521563+00
834,danza,48,es,2026-01-09 18:05:15.489912+00
835,carreras,42,es,2026-01-09 18:05:18.147766+00
836,salto,54,es,2026-01-09 18:05:20.043766+00
837,lanzamiento,62,es,2026-01-09 18:05:22.071195+00
838,computadora,62,es,2026-01-09 18:05:24.150026+00
839,telefono,51,es,2026-01-09 18:05:26.206198+00
840,television,58,es,2026-01-09 18:05:28.413817+00
841,camara,42,es,2026-01-09 18:05:30.235478+00
842,microondas,61,es,2026-01-09 18:05:32.17045+00
843,aspiradora,51,es,2026-01-09 18:05:34.145539+00
844,tostadora,48,es,2026-01-09 18:05:36.173323+00
845,licuadora,59,es,2026-01-09 18:05:38.101801+00
846,plancha,58,es,2026-01-09 18:05:40.20414+00
847,calentador,60,es,2026-01-09 18:05:42.319023+00
848,altavoz,58,es,2026-01-09 18:05:44.349092+00
849,impresora,58,es,2026-01-09 18:05:46.134795+00
850,escaner,49,es,2026-01-09 18:05:48.19257+00
851,router,50,es,2026-01-09 18:05:50.545526+00
852,tableta,50,es,2026-01-09 18:05:52.516092+00
853,reloj,57,es,2026-01-09 18:05:54.353907+00
854,brujula,61,es,2026-01-09 18:05:56.692446+00
855,microscopio,55,es,2026-01-09 18:05:58.379063+00
856,telescopio,57,es,2026-01-09 18:06:00.198695+00
857,linterna,55,es,2026-01-09 18:06:02.514061+00
859,cargador,52,es,2026-01-09 18:06:07.556544+00
860,control,54,es,2026-01-09 18:06:09.414825+00
861,teclado,59,es,2026-01-09 18:06:11.506321+00
862,raton,53,es,2026-01-09 18:06:13.656115+00
863,monitor,55,es,2026-01-09 18:06:16.561973+00
864,proyector,57,es,2026-01-09 18:06:18.525884+00
865,microfono,57,es,2026-01-09 18:06:20.586892+00
866,saxofon,56,es,2026-01-09 18:06:22.738441+00
867,acordeon,53,es,2026-01-09 18:06:25.070115+00
868,fresa,54,es,2026-01-09 18:06:27.195515+00
869,sandia,48,es,2026-01-09 18:06:29.344336+00
870,piña,61,es,2026-01-09 18:06:33.623778+00
871,palillos,53,es,2026-01-09 18:06:35.688781+00
872,refrigerador,57,es,2026-01-09 18:06:37.605538+00
873,lavadora,51,es,2026-01-09 18:06:39.722827+00
874,secadora,53,es,2026-01-09 18:06:41.864326+00
875,escultura,60,es,2026-01-09 18:06:44.692373+00
876,certificado,63,es,2026-01-09 18:06:46.499063+00
877,binoculares,68,es,2026-01-09 18:06:48.539451+00
878,calculadora,53,es,2026-01-09 18:06:50.605273+00
879,termometro,46,es,2026-01-09 18:06:52.52631+00
880,barometro,55,es,2026-01-09 18:06:54.588794+00
881,transportador,56,es,2026-01-09 18:06:56.373867+00
882,estetoscopio,52,es,2026-01-09 18:06:58.3042+00
883,astronave,57,es,2026-01-09 18:07:00.225023+00
884,astronauta,52,es,2026-01-09 18:07:02.138123+00
885,helicoptero,62,es,2026-01-09 18:07:04.053859+00
886,motocicleta,58,es,2026-01-09 18:07:05.837865+00
887,patineta,52,es,2026-01-09 18:07:07.593924+00
888,ambulancia,60,es,2026-01-09 18:07:09.518501+00
889,camionbomberos,64,es,2026-01-09 18:07:11.421758+00
890,limusina,58,es,2026-01-09 18:07:13.601213+00
891,excavadora,58,es,2026-01-09 18:07:15.33093+00
892,quitanieves,63,es,2026-01-09 18:07:17.151158+00
893,camionbasura,64,es,2026-01-09 18:07:18.928202+00
894,mezcladora,63,es,2026-01-09 18:07:20.690476+00
895,electricista,57,es,2026-01-09 18:07:22.603754+00
896,veterinario,56,es,2026-01-09 18:07:24.710234+00
897,psicologo,58,es,2026-01-09 18:07:26.839586+00
898,fotografo,55,es,2026-01-09 18:07:28.74556+00
899,emprendedor,52,es,2026-01-09 18:07:30.602463+00
900,coordinador,52,es,2026-01-09 18:07:32.362979+00
901,cascada,40,es,2026-01-09 18:07:34.097996+00
902,gimnasia,53,es,2026-01-09 18:07:35.838797+00
903,audifonos,60,es,2026-01-09 18:07:37.794075+00
904,mantel,58,es,2026-01-09 18:07:39.782136+00
905,tazasmedidoras,62,es,2026-01-09 18:07:41.465042+00
906,mariposa,56,es,2026-01-09 18:07:43.248618+00
907,desarrollador,51,es,2026-01-09 18:07:45.141467+00
908,biblioteca,61,es,2026-01-09 18:07:47.382227+00
909,laboratorio,52,es,2026-01-09 18:07:49.172046+00
910,aeropuerto,52,es,2026-01-09 18:07:51.131223+00
911,supermercado,63,es,2026-01-09 18:07:52.903514+00
912,restaurante,51,es,2026-01-09 18:07:54.601094+00
913,universidad,62,es,2026-01-09 18:07:56.329124+00
914,hospital,65,es,2026-01-09 18:07:58.039285+00
915,estacion,60,es,2026-01-09 18:07:59.733171+00
916,parlamento,62,es,2026-01-09 18:08:01.523091+00
917,catedral,56,es,2026-01-09 18:08:03.22818+00
918,museo,55,es,2026-01-09 18:08:05.059691+00
919,estadio,57,es,2026-01-09 18:08:07.026796+00
920,teatro,48,es,2026-01-09 18:08:09.043612+00
921,gimnasio,58,es,2026-01-09 18:08:10.879599+00
922,piscina,55,es,2026-01-09 18:08:12.722371+00
923,parque,61,es,2026-01-09 18:08:14.690306+00
924,zoologico,54,es,2026-01-09 18:08:16.809509+00
925,acuario,52,es,2026-01-09 18:08:18.662232+00
926,jardinbotanico,65,es,2026-01-09 18:08:20.499463+00
927,mercado,59,es,2026-01-09 18:08:22.286987+00
928,cafeteria,54,es,2026-01-09 18:08:24.180762+00
929,panaderia,52,es,2026-01-09 18:08:26.266623+00
930,carniceria,48,es,2026-01-09 18:08:28.034902+00
931,pescaderia,56,es,2026-01-09 18:08:29.817664+00
932,floristeria,61,es,2026-01-09 18:08:31.633457+00
933,joyeria,62,es,2026-01-09 18:08:33.553314+00
934,zapateria,55,es,2026-01-09 18:08:35.303148+00
935,libreria,52,es,2026-01-09 18:08:37.173969+00
936,farmacia,53,es,2026-01-09 18:08:39.160339+00
937,ferreteria,48,es,2026-01-09 18:08:41.1182+00
938,papeleria,49,es,2026-01-09 18:08:42.957994+00
939,jugueteria,61,es,2026-01-09 18:08:45.109398+00
940,muebleria,61,es,2026-01-09 18:08:46.982985+00
941,electronica,59,es,2026-01-09 18:08:48.669286+00
942,boutique,63,es,2026-01-09 18:08:50.41515+00
943,lavanderia,57,es,2026-01-09 18:08:52.230331+00
944,tintoreria,52,es,2026-01-09 18:08:54.106649+00
945,peluqueria,60,es,2026-01-09 18:08:55.958584+00
946,barberia,47,es,2026-01-09 18:08:57.908465+00
947,spa,51,es,2026-01-09 18:08:59.687065+00
948,clinica,50,es,2026-01-09 18:09:01.526674+00
949,consultorio,61,es,2026-01-09 18:09:03.584861+00
950,veterinaria,52,es,2026-01-09 18:09:05.48124+00
951,gasolinera,60,es,2026-01-09 18:09:07.189361+00
952,taller,50,es,2026-01-09 18:09:09.113103+00
953,lavadoautos,57,es,2026-01-09 18:09:10.854064+00
954,estacionamiento,59,es,2026-01-09 18:09:12.770914+00
955,gastronomia,61,es,2026-01-09 18:09:14.629212+00
956,arquitectura,59,es,2026-01-09 18:09:16.421745+00
957,fotografia,58,es,2026-01-09 18:09:18.159311+00
958,literatura,53,es,2026-01-09 18:09:20.489793+00
960,pintura,62,es,2026-01-09 18:09:24.434329+00
961,musica,60,es,2026-01-09 18:09:26.38+00
963,cine,52,es,2026-01-09 18:09:30.361729+00
964,ciencia,48,es,2026-01-09 18:09:32.562256+00
965,matematicas,54,es,2026-01-09 18:09:34.29851+00
966,fisica,54,es,2026-01-09 18:09:36.099365+00
967,quimica,60,es,2026-01-09 18:09:37.870911+00
968,biologia,55,es,2026-01-09 18:09:39.637407+00
969,geografia,58,es,2026-01-09 18:09:41.510573+00
970,historia,58,es,2026-01-09 18:09:43.34874+00
971,filosofia,53,es,2026-01-09 18:09:45.102444+00
972,psicologia,60,es,2026-01-09 18:09:46.935136+00
973,sociologia,54,es,2026-01-09 18:09:48.72462+00
974,economia,55,es,2026-01-09 18:09:50.832112+00
975,politica,59,es,2026-01-09 18:09:52.778678+00
976,derecho,54,es,2026-01-09 18:09:55.034017+00
977,medicina,57,es,2026-01-09 18:09:57.016025+00
978,ingenieria,49,es,2026-01-09 18:09:58.944273+00
979,informatica,63,es,2026-01-09 18:10:00.613636+00
980,comunicacion,55,es,2026-01-09 18:10:02.371313+00
981,educacion,59,es,2026-01-09 18:10:04.232979+00
982,astronomia,56,es,2026-01-09 18:10:06.025433+00
983,meteorologia,59,es,2026-01-09 18:10:07.700121+00
984,oceanografia,59,es,2026-01-09 18:10:09.526255+00
985,paleontologia,60,es,2026-01-09 18:10:11.387371+00
986,arqueologia,62,es,2026-01-09 18:10:13.397814+00
987,antropologia,61,es,2026-01-09 18:10:15.27685+00
